EventOnScroll,MSecForDownArrow,TimeOnVScroll,relevant,NumOfPageUp,TimeOnMouse,NumOfPageDown,ClickOnWindow,log_id,serverTimeVisit,MSecForPageUp,MSecForUpArrow,NumOfUpArrow,classes,MSecForPageDown,RSS_ID,readability,TimeOnHScroll,novelty,user_like,DOC_ID,TimeOnPage,TimeVisit,user_id,NumOfDownArrow,authority
0,0,0,3,0,4612,0,1,6023,2004-05-03 01:20,0,0,0,,0,8203,1,0,5,3,296276,29377,2004-05-03 01:20,51,0,1
0,0,0,4,0,750,0,0,6024,2004-05-03 01:21,0,0,0,,0,8203,1,0,5,4,294542,22031,2004-05-03 01:21,51,0,1
0,0,0,4,0,1512,0,0,6026,2004-05-03 01:23,0,0,0,,0,8203,1,0,5,4,294543,14672,2004-05-03 01:23,51,0,1
0,0,0,4,0,1532,0,0,6029,2004-05-03 01:23,0,0,0,,0,8203,1,0,4,4,294544,23672,2004-05-03 01:23,51,0,1
0,0,0,4,0,8722,0,2,6042,2004-05-03 01:32,0,0,0,,0,8195,1,0,5,5,296408,140891,2004-05-03 01:32,51,0,1
0,0,0,4,0,9744,0,0,6044,2004-05-03 01:33,0,0,0,,0,8208,1,0,4,4,294632,75298,2004-05-03 01:33,51,0,1
0,0,0,4,0,0,0,0,6046,2004-05-03 01:33,0,0,0,,0,8195,1,0,5,4,296382,656,2004-05-03 01:33,51,0,1
0,0,0,4,0,3909,0,0,6048,2004-05-03 01:34,0,0,0,,0,8195,1,0,3,4,294838,32453,2004-05-03 01:34,51,0,1
0,0,0,4,0,702,0,2,6051,2004-05-03 01:36,0,0,0,,0,8195,1,0,5,3,294842,46875,2004-05-03 01:36,51,0,1
0,0,0,4,0,11199,0,2,6053,2004-05-03 01:38,0,0,0,,0,8173,1,0,5,3,292467,42767,2004-05-03 01:38,51,0,1
0,0,0,4,0,6238,0,0,6055,2004-05-03 01:38,0,0,0,,0,8173,1,0,5,4,292466,28938,2004-05-03 01:38,51,0,1
0,0,0,4,0,13219,0,0,6058,2004-05-03 01:39,0,0,0,,0,8173,1,0,5,4,289229,45048,2004-05-03 01:39,51,0,1
0,0,0,4,0,829,0,0,6060,2004-05-03 01:41,0,0,0,,0,8,1,0,5,4,289119,1454,2004-05-03 01:41,51,0,1
0,0,0,4,0,8014,0,0,6062,2004-05-03 01:41,0,0,0,,0,8156,1,0,3,4,288405,33375,2004-05-03 01:41,51,0,1
0,0,0,4,0,1591,0,0,6067,2004-05-03 01:43,0,0,0,,0,8184,1,0,4,5,288849,97500,2004-05-03 01:43,51,0,1
0,0,0,4,0,7851,0,1,6070,2004-05-03 01:44,0,0,0,,0,8173,1,0,5,4,288152,46766,2004-05-03 01:44,51,0,1
0,0,0,4,0,4369,0,1,6713,2004-05-04 11:03,0,0,0,|news|movies|broadway|music,0,3616,1,0,5,4,297340,96687,2004-05-04 11:03,51,0,1
0,0,0,4,0,0,0,0,6714,2004-05-04 11:04,0,0,0,|broadway,0,8173,1,0,1,4,289228,501,2004-05-04 11:04,51,0,1
0,0,0,4,0,1485,0,0,6715,2004-05-04 11:07,0,0,0,,0,8,1,0,5,4,300363,53281,2004-05-04 11:07,51,0,1
0,0,0,4,0,31,0,0,6716,2004-05-04 11:07,0,0,0,,0,8,1,0,5,4,300361,765,2004-05-04 11:07,51,0,1
0,0,0,4,0,1874,0,0,6717,2004-05-04 11:09,0,0,0,,0,8,1,0,5,2,300362,70141,2004-05-04 11:09,51,0,1
0,0,0,4,0,2417,0,0,6718,2004-05-04 11:11,0,0,0,,0,8,1,0,5,3,300360,107282,2004-05-04 11:11,51,0,1
0,0,0,4,0,2045,0,2,6719,2004-05-04 11:11,0,0,0,,0,8,1,0,5,4,300366,36703,2004-05-04 11:11,51,0,1
0,0,0,4,0,4888,0,0,6720,2004-05-04 11:15,0,0,0,|movies|music,0,8,1,0,5,5,300365,182391,2004-05-04 11:15,51,0,1
0,0,0,3,0,1092,0,0,6721,2004-05-04 11:16,0,0,0,,0,8,1,0,5,4,300359,42140,2004-05-04 11:16,51,0,1
0,0,0,4,0,296,0,0,6722,2004-05-04 11:17,0,0,0,,0,8,1,0,5,4,299834,1000,2004-05-04 11:17,51,0,1
0,0,0,4,0,3187,0,0,6724,2004-05-04 11:19,0,0,0,,0,8,1,0,5,4,298864,99094,2004-05-04 11:19,51,0,1
0,0,0,4,0,250,0,1,6725,2004-05-04 11:21,0,0,0,|movies,0,8,1,0,5,4,298853,54844,2004-05-04 11:21,51,0,1
0,0,0,3,0,187,0,1,6726,2004-05-04 11:23,0,0,0,|television,0,8,1,0,5,4,298851,22890,2004-05-04 11:23,51,0,-1
0,0,0,5,0,9848,0,6,6728,2004-05-04 11:30,0,0,0,|broadway,0,8,1,0,5,5,297733,343782,2004-05-04 11:30,51,0,1
0,0,0,5,0,10979,0,0,6729,2004-05-04 11:32,0,0,0,|news,0,8,1,0,5,4,292880,89906,2004-05-04 11:32,51,0,1
0,0,0,4,0,563,0,0,6731,2004-05-04 11:33,0,0,0,|television,0,8,1,0,5,4,292646,1891,2004-05-04 11:33,51,0,1
0,0,0,5,0,20422,0,1,6732,2004-05-04 11:35,0,0,0,|television,0,8,1,0,5,4,292647,49625,2004-05-04 11:35,51,0,1
0,0,0,5,0,1546,0,2,6735,2004-05-04 11:36,0,0,0,,0,8,1,0,5,5,292651,13688,2004-05-04 11:36,51,0,1
0,0,0,2,0,1641,0,1,6736,2004-05-04 11:38,0,0,0,|news,0,8,1,0,5,4,292157,16687,2004-05-04 11:38,51,0,1
0,0,0,4,0,3126,0,2,6737,2004-05-04 11:39,0,0,0,,0,8,1,0,5,4,291867,31173,2004-05-04 11:39,51,0,1
0,0,0,4,0,3126,0,3,6740,2004-05-04 11:40,0,0,0,|television,0,8,1,0,5,4,291867,99283,2004-05-04 11:40,51,0,1
0,0,0,3,0,5076,0,1,6741,2004-05-04 11:41,0,0,0,|movies,0,8,1,0,5,3,291868,29969,2004-05-04 11:41,51,0,1
0,0,0,4,0,547,0,0,6742,2004-05-04 11:42,0,0,0,,0,8,1,0,5,4,291869,1140,2004-05-04 11:42,51,0,1
0,0,0,4,0,2373,0,0,6743,2004-05-04 11:43,0,0,0,|television,0,8,1,0,5,4,297728,19094,2004-05-04 11:43,51,0,1
0,0,0,4,0,5503,0,0,6744,2004-05-04 11:44,0,0,0,,0,8,1,0,5,4,289261,59110,2004-05-04 11:44,51,0,1
0,0,0,4,0,5719,0,0,6745,2004-05-04 11:45,0,0,0,,0,8,1,0,5,4,291863,32702,2004-05-04 11:45,51,0,1
0,0,0,4,0,1077,0,0,6746,2004-05-04 11:45,0,0,0,,0,8,1,0,5,4,297137,8453,2004-05-04 11:45,51,0,1
0,0,0,4,0,702,0,0,7672,2004-05-06 00:37,0,0,0,|broadway,0,8195,1,0,5,4,302373,31735,2004-05-06 00:37,51,0,1
0,0,0,4,0,5090,0,1,7673,2004-05-06 00:40,0,0,0,|broadway,0,3616,1,0,5,4,301670,188719,2004-05-06 00:40,51,0,1
0,0,0,4,0,3313,0,0,7674,2004-05-06 00:42,0,0,0,|broadway,0,8173,1,0,5,4,288146,77609,2004-05-06 00:42,51,0,1
0,0,0,4,0,1918,0,2,7676,2004-05-06 00:44,0,0,0,|broadway,0,15,1,0,5,4,287844,64077,2004-05-06 00:44,51,0,1
0,0,0,4,0,655,0,0,7677,2004-05-06 00:46,0,0,0,|news,0,2,1,0,5,4,287734,1860,2004-05-06 00:46,51,0,1
0,0,0,4,0,580,0,0,7679,2004-05-06 00:48,0,0,0,|broadway,0,8156,1,0,5,4,282691,110625,2004-05-06 00:48,51,0,1
0,0,0,4,0,1345,0,0,7680,2004-05-06 00:49,0,0,0,|broadway,0,8173,1,0,3,-1,285214,56203,2004-05-06 00:49,51,0,1
0,0,0,5,0,4298,0,0,7682,2004-05-06 00:51,0,0,0,|broadway,0,8173,1,0,5,4,285209,95890,2004-05-06 00:51,51,0,1
0,0,0,5,0,5487,0,0,7683,2004-05-06 00:51,0,0,0,,0,8173,1,0,5,4,285209,216827,2004-05-06 00:51,51,0,1
0,0,0,5,0,3439,0,0,7684,2004-05-06 00:52,0,0,0,|broadway,0,8173,1,0,5,4,285234,48422,2004-05-06 00:52,51,0,1
0,0,0,5,0,4718,0,0,7802,2004-05-06 18:46,0,0,0,|television,0,8,1,0,5,4,304461,69547,2004-05-06 18:46,51,0,1
0,0,0,4,0,124,0,0,7804,2004-05-06 18:47,0,0,0,|movies,0,8,1,0,5,4,304466,640,2004-05-06 18:47,51,0,1
0,0,0,5,0,5888,0,0,7805,2004-05-06 18:49,0,0,0,|music,0,8,1,0,5,4,304463,55719,2004-05-06 18:49,51,0,1
0,0,0,5,0,642,0,0,7809,2004-05-06 18:50,0,0,0,,0,8,1,0,5,4,304462,88015,2004-05-06 18:50,51,0,1
0,0,0,4,0,12509,0,0,7822,2004-05-06 18:53,0,0,0,|broadway,0,8,1,0,5,4,304464,174250,2004-05-06 18:53,51,0,1
0,0,0,5,0,6498,0,2,7830,2004-05-06 18:55,0,0,0,|broadway,0,8,1,0,5,4,304468,69375,2004-05-06 18:55,51,0,1
0,0,0,4,0,7594,0,0,7832,2004-05-06 18:56,0,0,0,|television,0,8,1,0,5,4,304469,82031,2004-05-06 18:56,51,0,1
0,0,0,4,0,32,0,0,7834,2004-05-06 18:57,0,0,0,,0,8,1,0,5,4,304470,562,2004-05-06 18:57,51,0,1
0,0,0,4,0,1923,0,2,7844,2004-05-06 19:02,0,0,0,|broadway,0,8195,1,0,5,4,296396,88702,2004-05-06 19:02,51,0,1
0,0,0,5,0,110,0,0,7845,2004-05-06 19:03,0,0,0,|broadway,0,8,1,0,5,4,292651,688,2004-05-06 19:03,51,0,1
0,0,0,4,0,1657,0,0,7849,2004-05-06 19:04,0,0,0,,0,8173,1,0,5,4,292462,25812,2004-05-06 19:04,51,0,1
0,0,0,5,0,3203,0,0,7855,2004-05-06 19:04,0,0,0,,0,8173,1,0,5,4,292469,20626,2004-05-06 19:04,51,0,1
0,0,0,1,0,5767,0,0,7861,2004-05-06 19:05,0,0,0,,0,458,1,0,5,4,290799,17923,2004-05-06 19:05,51,0,1
0,0,0,4,0,2419,0,0,7865,2004-05-06 19:05,0,0,0,,0,8173,1,0,5,4,285238,8111,2004-05-06 19:05,51,0,1
0,0,0,4,0,4159,0,2,7870,2004-05-06 19:06,0,0,0,,0,1681,1,0,5,4,284707,30281,2004-05-06 19:06,51,0,0
0,0,0,3,0,2434,0,0,7873,2004-05-06 19:06,0,0,0,,0,8219,1,0,5,2,296317,7109,2004-05-06 19:06,51,0,0
0,0,0,4,0,3093,0,0,7896,2004-05-06 19:10,0,0,0,,0,1798,1,0,5,4,219939,18532,2004-05-06 19:10,51,0,0
0,0,0,3,0,8947,0,0,7901,2004-05-06 19:11,0,0,0,,0,8182,1,0,5,4,300801,23203,2004-05-06 19:11,51,0,1
0,0,0,4,0,641,0,0,7910,2004-05-06 19:12,0,0,0,,0,307,1,0,5,4,277262,13687,2004-05-06 19:12,51,0,1
0,0,0,4,0,5483,0,0,7919,2004-05-06 19:14,0,0,0,,0,8150,1,0,5,4,271714,82390,2004-05-06 19:14,51,0,1
0,0,0,2,0,6079,0,0,7921,2004-05-06 19:15,0,0,0,,0,2776,1,0,5,4,124978,19375,2004-05-06 19:15,51,0,0
0,0,0,1,0,374,0,0,7923,2004-05-06 19:15,0,0,0,,0,446,1,0,4,4,261571,1937,2004-05-06 19:15,51,0,1
0,0,0,4,0,2626,0,0,7926,2004-05-06 19:16,0,0,0,,0,10,1,0,5,4,300380,23468,2004-05-06 19:16,51,0,1
0,0,0,4,0,1670,0,0,7929,2004-05-06 19:17,0,0,0,,0,8157,1,0,5,4,281309,7110,2004-05-06 19:17,51,0,1
0,0,0,1,0,485,0,0,7932,2004-05-06 19:17,0,0,0,,0,388,1,0,4,1,296056,3359,2004-05-06 19:17,51,0,0
0,0,0,2,0,3766,0,0,7933,2004-05-06 19:18,0,0,0,,0,3187,1,0,1,1,285599,19750,2004-05-06 19:18,51,0,0
0,0,0,4,0,3213,0,0,7944,2004-05-06 19:22,0,0,0,|broadway,0,8181,1,0,5,4,288786,27282,2004-05-06 19:22,51,0,1
0,0,0,4,0,5364,0,1,7950,2004-05-06 19:24,0,0,0,,0,8156,1,0,1,4,303698,24640,2004-05-06 19:24,51,0,1
0,0,0,4,0,9555,0,1,7953,2004-05-06 19:26,0,0,0,,0,9,1,0,5,4,290286,82469,2004-05-06 19:26,51,0,1
0,0,0,4,0,1032,0,0,7956,2004-05-06 19:27,0,0,0,|news,0,8153,1,0,5,4,299291,35485,2004-05-06 19:27,51,0,1
0,0,0,3,0,733,0,0,7959,2004-05-06 19:27,0,0,0,,0,8151,1,0,5,2,299303,4844,2004-05-06 19:27,51,0,1
0,0,0,4,0,3949,0,0,7964,2004-05-06 19:29,0,0,0,,0,11,1,0,5,4,292179,65531,2004-05-06 19:29,51,0,1
0,0,0,4,0,1311,0,3,8282,2004-05-07 16:18,0,0,0,|broadway,0,8195,1,0,5,4,305460,48327,2004-05-07 16:18,51,0,1
0,0,0,2,0,7077,0,3,8283,2004-05-07 16:24,0,0,0,|movies,0,2090,1,0,5,1,283896,28515,2004-05-07 16:24,51,0,0
0,0,0,1,0,5531,0,0,8284,2004-05-07 16:25,0,0,0,|movies,0,1030,1,0,5,4,258232,26063,2004-05-07 16:25,51,0,0
0,0,0,4,0,5799,0,0,8285,2004-05-07 16:25,0,0,0,|movies,0,6534,1,0,5,4,89412,24078,2004-05-07 16:25,51,0,0
0,0,0,1,0,1265,0,1,8286,2004-05-07 16:26,0,0,0,|movies,0,6850,1,0,5,3,167477,13923,2004-05-07 16:26,51,0,0
0,0,0,3,0,1158,0,0,8287,2004-05-07 16:26,0,0,0,,0,1477,1,0,5,1,158377,4500,2004-05-07 16:26,51,0,0
0,0,0,4,0,531,0,0,8288,2004-05-07 16:26,0,0,0,,0,1094,1,0,5,2,95146,10985,2004-05-07 16:26,51,0,1
0,0,0,3,0,1261,0,1,8289,2004-05-07 16:27,0,0,0,,0,953,1,0,4,2,149503,5500,2004-05-07 16:27,51,0,0
0,0,0,5,0,31,0,1,8290,2004-05-07 16:35,0,0,0,|news,0,8157,1,0,5,5,303682,53718,2004-05-07 16:35,51,0,1
0,0,0,2,0,3417,0,2,8291,2004-05-07 16:36,0,0,0,,0,1579,1,0,5,4,283203,19016,2004-05-07 16:36,51,0,0
0,0,0,4,0,468,0,0,8292,2004-05-07 16:37,0,0,0,,0,1586,1,0,5,4,283264,22437,2004-05-07 16:37,51,0,1
0,0,0,4,0,1767,0,1,8293,2004-05-07 16:37,0,0,0,,0,142,1,0,5,4,262961,4953,2004-05-07 16:37,51,0,0
0,0,0,4,0,3995,0,1,8294,2004-05-07 16:37,0,0,0,,0,4880,1,0,5,4,261348,18484,2004-05-07 16:37,51,0,0
0,0,0,-1,0,2842,0,0,8295,2004-05-07 16:38,0,0,0,,0,3697,1,0,5,4,259949,5485,2004-05-07 16:38,51,0,0
0,0,0,4,0,1824,0,1,8296,2004-05-07 16:38,0,0,0,,0,1318,1,0,5,4,226068,10766,2004-05-07 16:38,51,0,1
0,0,0,5,0,9034,0,5,8935,2004-05-09 00:25,0,0,0,|broadway,0,8195,1,0,5,5,305449,140984,2004-05-09 00:25,51,0,1
0,0,0,4,0,453,0,1,8936,2004-05-09 00:27,0,0,0,|broadway,0,8195,1,0,2,4,305460,20484,2004-05-09 00:27,51,0,1
0,0,0,4,0,941,0,2,8937,2004-05-09 00:34,0,0,0,|broadway,0,8195,1,0,5,4,305477,83966,2004-05-09 00:34,51,0,1
0,0,0,4,0,2280,0,4,8938,2004-05-09 00:39,0,0,0,|broadway,0,8184,1,0,5,4,305058,131124,2004-05-09 00:39,51,0,1
0,0,0,5,0,1376,0,3,8939,2004-05-09 00:41,0,0,0,|television,0,8182,1,0,5,4,305010,75063,2004-05-09 00:41,51,0,1
0,0,0,5,0,11644,0,6,8940,2004-05-09 00:45,0,0,0,|movies,0,8203,1,0,5,4,305192,123142,2004-05-09 00:45,51,0,1
0,0,0,3,0,2368,0,0,8941,2004-05-09 00:47,0,0,0,|movies,0,8203,1,0,5,3,305191,76546,2004-05-09 00:47,51,0,1
0,0,0,4,0,406,0,3,8942,2004-05-09 00:49,0,0,0,|movies,0,8203,1,0,5,3,305188,33970,2004-05-09 00:49,51,0,1
0,0,0,5,0,547,0,1,8943,2004-05-09 00:52,0,0,0,|television,0,8,1,0,2,4,304461,47968,2004-05-09 00:52,51,0,1
0,0,0,4,0,1751,0,2,8944,2004-05-09 00:56,0,0,0,|broadway,0,8,1,0,3,4,304462,108579,2004-05-09 00:56,51,0,1
0,0,0,4,0,2135,0,1,8945,2004-05-09 00:56,0,0,0,|broadway,0,8,1,0,1,4,304464,6969,2004-05-09 00:56,51,0,1
0,0,0,3,0,561,0,0,8946,2004-05-09 00:58,0,0,0,|music,0,8,1,0,1,3,304463,1359,2004-05-09 00:58,51,0,1
0,0,0,4,0,923,0,1,8947,2004-05-09 00:59,0,0,0,|television,0,8,1,0,5,4,304461,7891,2004-05-09 00:59,51,0,1
0,0,0,4,0,1453,0,0,8948,2004-05-09 00:59,0,0,0,|broadway,0,8,1,0,1,4,304462,6922,2004-05-09 00:59,51,0,1
0,0,0,4,0,1575,0,0,8949,2004-05-09 01:00,0,0,0,|broadway,0,8195,1,0,1,3,302373,23001,2004-05-09 01:00,51,0,1
0,0,0,3,0,843,0,0,8950,2004-05-09 01:00,0,0,0,|news,0,8157,1,0,1,3,303682,2438,2004-05-09 01:00,51,0,1
0,0,0,4,0,6094,0,6,8952,2004-05-09 01:04,0,0,0,|movies,0,8203,1,0,5,4,306923,134312,2004-05-09 01:04,51,0,1
0,0,0,2,0,2075,0,1,8954,2004-05-09 01:05,0,0,0,|music,0,8184,1,0,5,4,300822,21000,2004-05-09 01:05,51,0,1
0,0,0,3,0,2953,0,5,8955,2004-05-09 01:07,0,0,0,|news,0,8157,1,0,5,4,297408,40939,2004-05-09 01:07,51,0,1
0,0,0,4,0,4138,0,0,8957,2004-05-09 01:08,0,0,0,|movies,0,17,1,0,5,4,297438,65640,2004-05-09 01:08,51,0,1
0,0,0,4,0,2282,0,0,8958,2004-05-09 01:09,0,0,0,|movies,0,8156,1,0,2,4,300601,25422,2004-05-09 01:09,51,0,1
0,0,0,4,0,1171,0,2,8960,2004-05-09 01:11,0,0,0,|movies,0,15,1,0,5,4,296913,110142,2004-05-09 01:11,51,0,1
0,0,0,4,0,6353,0,1,8961,2004-05-09 01:12,0,0,0,|news,0,1788,1,0,5,1,199545,19000,2004-05-09 01:12,51,0,0
0,0,0,4,0,360,0,1,8964,2004-05-09 01:15,0,0,0,|movies,0,8,1,0,5,4,304466,8422,2004-05-09 01:15,51,0,1
0,0,0,4,0,2648,0,0,8965,2004-05-09 01:16,0,0,0,|television,0,8,1,0,5,4,303415,56734,2004-05-09 01:16,51,0,1
0,0,0,4,0,859,0,0,8967,2004-05-09 01:18,0,0,0,|television,0,232,1,0,5,1,289596,8875,2004-05-09 01:18,51,0,0
0,0,0,4,0,3779,0,0,8968,2004-05-09 01:19,0,0,0,|television,0,8182,1,0,5,4,288818,38782,2004-05-09 01:19,51,0,1
0,0,0,4,0,548,0,0,8970,2004-05-09 01:20,0,0,0,|television,0,8182,1,0,5,3,288824,1344,2004-05-09 01:20,51,0,1
0,0,0,4,0,3313,0,0,8971,2004-05-09 01:22,0,0,0,|television,0,13,1,0,3,3,276692,70375,2004-05-09 01:22,51,0,1
0,0,0,4,0,2187,0,2,8972,2004-05-09 01:24,0,0,0,|television,0,8190,1,0,5,4,306324,10735,2004-05-09 01:24,51,0,1
0,0,0,4,0,1298,0,1,8975,2004-05-09 01:25,0,0,0,|news,0,14,1,0,5,4,297775,42515,2004-05-09 01:25,51,0,1
0,0,0,4,0,3798,0,0,8979,2004-05-09 01:27,0,0,0,|news,0,8185,1,0,5,3,292539,17625,2004-05-09 01:27,51,0,1
0,0,0,4,0,736,0,0,8980,2004-05-09 01:27,0,0,0,|news,0,38,1,0,5,1,102015,6969,2004-05-09 01:27,51,0,0
0,0,0,4,0,110,0,2,8981,2004-05-09 01:29,0,0,0,,0,1608,1,0,5,4,283864,28781,2004-05-09 01:29,51,0,0
0,0,0,4,0,798,0,0,8982,2004-05-09 01:29,0,0,0,,0,160,1,0,5,4,82266,13829,2004-05-09 01:29,51,0,0
0,0,0,5,0,639,0,2,9416,2004-05-10 02:35,0,0,0,|broadway,0,8156,1,0,2,5,308154,29765,2004-05-10 02:35,51,0,1
0,0,0,5,0,4018,0,5,9417,2004-05-10 02:40,0,0,0,|broadway,0,8197,1,0,5,4,308563,119782,2004-05-10 02:40,51,0,1
0,0,0,4,0,3222,0,1,9418,2004-05-10 02:41,0,0,0,|broadway,0,8,1,0,5,4,306491,66937,2004-05-10 02:41,51,0,1
0,0,0,1,0,1561,0,1,9419,2004-05-10 02:42,0,0,0,,0,435,1,0,5,2,301863,31313,2004-05-10 02:42,51,0,0
0,0,0,4,0,3186,0,1,9420,2004-05-10 02:43,0,0,0,,0,8152,1,0,5,4,286475,27359,2004-05-10 02:43,51,0,1
0,0,0,4,0,2374,0,3,9421,2004-05-10 02:45,0,0,0,|news,0,8156,1,0,5,4,276773,65875,2004-05-10 02:45,51,0,1
0,0,0,5,0,2518,0,2,9422,2004-05-10 02:48,0,0,0,|broadway,0,1890,1,0,5,5,85247,43594,2004-05-10 02:48,51,0,0
